3 sila kac 3 sila ninda 3 sa cum  ||| 3 sila3 beer , 3 sila3 bread , 3 bundles onions ,
3 gin i 3 gin naga  ||| 3 shekels oil , 3 shekels alkali-plant ,
puzurhaia  ||| for Puzriš-Ḫaya ;
3 sila kac 3 sila ninda 3 sa cum  ||| 3 sila3 beer , 3 sila3 bread , 3 bundles onions ,
3 gin i 3 gin naga  ||| 3 shekels oil , 3 shekels alkali-plant ,
lukala  ||| for Lukalla ;
3 sila kac 3 sila ninda 3 sa cum  ||| 3 sila3 beer , 3 sila3 bread , 3 bundles onions ,
3 gin i 3 gin naga  ||| 3 shekels oil , 3 shekels alkali-plant ,
dingirsukkal  ||| for Dingir-sukkal ,
3 sila kac 3 sila ninda 3 sa cum  ||| 3 sila3 beer , 3 sila3 bread , 3 bundles onions ,
3 gin i 3 gin naga  ||| 3 shekels oil , 3 shekels alkali-plant ,
urninmar  ||| for Ur-Ninmar ;
3 sila kac 3 sila ninda 3 sa cum  ||| 3 sila3 beer , 3 sila3 bread , 3 bundles onions ,
3 gin i 3 gin naga  ||| 3 shekels oil , 3 shekels alkali-plant ,
X  ||| for … ;
3 sila kac 3 sila ninda 3 sa cum  ||| 3 sila3 beer , 3 sila3 bread , 3 bundles onions ,
ili  ||| for Ilī ;
3 sila kac 3 sila ninda 3 sa cum  ||| 3 sila3 beer , 3 sila3 bread , 3 bundles onions ,
3 gin i 3 gin naga  ||| 3 shekels oil , 3 shekels alkali-plant ,
lunanna  ||| for Lu-Nanna ;
cunigin 3 sila kac 3 sila ninda 3 sa   ||| total : 3 ban2 3 sila3 beer ; 3 ban2 3 sila3 bread ; 3 bundles onions ;
3 sila 3 gin i 3 gin naga  ||| 3 sila3 3 shekel oil ; 3 shekels alkali-plant ;
u 3kam  ||| 4 day ,
 iti dal  ||| month : “ Flight . ”
3 sila ||| 3 male lamb ,
3 kir ||| 3 female lamb ,
3 sila ga ||| 3 suckling lamb ,
bauc u 3kam ||| slaughtered , the 4 day ,
ki naluta ||| from Nalu
urnigar ||| Ur-nigar
cu bati ||| received ;
iti kisikininazu ||| month : “ ki-siki of Ninazu , ”
mu kimac hurti bahul ||| year : “ Kimaš  Ḫurti were destroyed . ”
pisanduba ||| Basket-of-tablets
nigkak ||| accounts of
luningirsu dumu ikala ||| Lu-Ningirsu , son of Ikalla ,
urningirsu dumu urbaba ||| Ur-Ningirsu , son of Ur-Baba ,
atu ||| Atu ,
utubara dumu amu ||| Utu-bara , son of Amu ,
lubimu ||| Lubimu ,
agi ||| Agi
uregal ||| Ur-egal ,
urguena ||| Ur-guena ,
aladimu ||| Alla-dimu
urbaba dumu urnance ||| Ur-Baba , son of Ur-Nanše ,
ARADbaba dumu lugalsaga ||| ARAD-Baba , son of Lugalsaga ,
mu guza enlila badim ||| year : “ The chair of Enlil was fashioned . ”
3 gu niga ||| 3 fattened oxen ,
mu ab 3ce ||| instead of 3 cows .
kicib lucara ||| Sealed document of Lu-Šara .
ki intaeata ||| From Intae'a ,
urkununa ||| Ur-Kununa ,
cu bati ||| received .
iti ezemah ||| Month “ big festival , ”
mu magurmah badim ||| Year : “ the lofty barge was furnished . ”
cusuen ||| Šu-Suen ,
lugal kalga ||| strong king ,
lugal urima ||| king of Ur ,
lugal an ubda limmuba ||| king of the four corners ,
urkununa ||| Ur-kununa ,
dubsar ||| scribe ,
dumu luningirsu kurucda ||| son of Lu-Ningirsu , the fattener ,
ARADzu ||| is your slave .
3 gin kubabbar ||| xxx
laia suga ||| xxx
tug ucbarbi 3kam ||| xxx
giri ikala ||| xxx
nigka ||| xxx
mu mada zabcalika ||| xxx
ugu gududu bagar ||| xxx
nigka ||| xxx
mu ibisuen lugalka ||| xxx
ikala nigka banak ||| xxx
mu kicib ugua gara ||| xxx
pisandubaka ||| in the basket-of-tablets ;
ki gududuta tumdace ||| xxx
kicib ikala ||| xxx
mu ibisuen lugal ||| xxx
ikala ||| xxx
dubsar ||| xxx
dumu lusaga ||| xxx
cusuen ||| Šū-Suen ,
lugal kalga ||| strong king ,
lugal urima ||| king of Ur ,
lugal an ubda limmuba ||| king of the four corners
ARADzu ||| is your servant .
cara ||| For Šara ,
lugalanir ||| his master ,
namti ||| for the life
cusuen ||| of Šū-Sîn ,
lugal kalga ||| the strong king ,
lugal urima ||| king of Ur
lugal an ubda limmubakace ||| and king of the four world quarters ,
3 X X ||| 3 … ,
3 tug ucbar ||| 3 weaver garments ,
3 sila icah ||| 3 sila3 lard ,
3 gu imbabbar ||| 3 talent gypsum ,
ki ikalata ||| from Ikalla ,
kicib akala ||| under seal of Ayakalla ;
iti paue ||| month : “ pa’u’e , ”
mu e cara badu ||| year : “ The house of Šara was erected . ”
akala ||| Akalla ,
dumu lugalemah ||| son of Lugal-emaḫ .
pisanduba ||| Basket-of-tablets
nigkak ||| xxx
esir gecgi X ||| xxx
u a ||| xxx
marsa ||| xxx
igal ||| xxx
mu guza badim ||| xxx
3 sila igec ||| 3 sila3 of plant oil ,
ki carakamta ||| from Šara-kam ,
kicib ensi ||| sealed tablet of the governor .
iti nesag ||| Month : “ nesag offering , ”
mu usa bad martu badu mu usabi ||| year after : “ The Amorite wall was built , ” year after .
cusuen ||| Šu-Suen
lugal kalga ||| strong king ,
lugal urima ||| king of Ur ,
lugal an ubda limmuba ||| king of the four corners
akala ||| Ayakalla ,
ensi ||| governor
umma ||| of Umma ,
ARADzu ||| is your servant .
pisanduba ||| Basket-of-tablets
ceba sikiba ||| barley rations , wool rations , of
geme ucbar ||| female weavers
igal ||| are here ;
mu dumumunus lugal ensi zabcali bantuku ||| year : “ The princess to the governor of Zabsali was married . ”
3 ad udu niga ||| 3 cadaver , ram , grain-fed ,
ki baga kurucdata ||| from Ba’aga , the fattener ,
ickurabi agrig ||| did Adda-rabi , the agrig ,
cu bati ||| receive ;
iti ezemlisi u 3 bazal ||| month “ Festival of Lisi , ” day 3 elapsed ,
mu en inanna unu mace ipa ||| year : “ The priest of Inanna of Uruk by goat was chosen . ”
pisanduba ||| Basket-of-tablets
kicib daba marsa ||| sealed documents of conveyances of the shipyard
lusaizu ||| of Lu-sa-izu
igal ||| are here ;
mu simanum bahul ||| year : “ Simanum was destroyed , ”
u ||| and
mu bad martu badu ||| year : “ The Amorite wall was erected . ”
ninurima ||| For Ninurima ,
ninani ||| his mistress ,
culgi ||| Šulgi ,
nita kalga ||| the mighty man ,
lugal urima ||| king of Ur
lugal kiengi kiurike ||| and king of Sumer and Akkad ,
e karzidakani ||| her Karzida temple
munadu ||| he built for her .
3 naga gur ||| 3 gur of alkali-plant
ki akala dubsar damgarta ||| from Akalla , scribe of the exchange agents ,
dingirake ||| did Dingira
cu bati ||| receive .
3 naga gur ||| 3 gur of alkali-plant
ki akala dubsar damgarta ||| from Akalla , scribe of the exchange agents ,
dingirake cu bati ||| did Dingira receive .
iti minec ||| Month : “ mineš ” ,
mu puzurdagan badu ||| year : “ Puzriš-Dagan was erected ” .
3 nigurum ||| 3  Nigurum ,
enuga tila ||| living in the prison ,
iti lisi ||| from the month “ Lisi ” ,
mu naruamah baduta ||| of the year : “ when the lofty stela was erected ” ,
iti dumuzi ||| to the month “ Dumuzi ” ,
mu mada zabcali bahulce ||| of the year : “ when Madazabšali was destroyed ” .
ugula X ||| Overseer : Lu-ku-…
kicib atu ||| Sealed document of Atu .
atu dubsar ||| Atu , the scribe ,
dumu nigarkidu ||| Son of Nigar-kidu ,
galagal ||| The police chief .
3 cahzeda ||| 3 piglet ,
iti u 3 bazal ||| of the month , 4 day passed ;
3 udu niga ||| 3 grain-fed sheep ,
iti u 3 bazal ||| of the month , 4 day passed ;
3 cahzeda ||| 3 piglet ,
iti u 3 bazal ||| of the month , 4 day passed ;
3 udu niga ||| 3 grain-fed sheep ,
iti u 3 bazal ||| of the month , 4 day passed ;
3 udu niga ||| 3 grain-fed sheep ,
iti u 3 bazal ||| of the month , 4 day passed ;
sadu kianag cukabta ||| rations of the libation place of Šukabta ,
ki ickurillata ||| out of Adad-tillati
bazi ||| booked ;
ca garcana ||| in Garšana ;
iti ezemninazu ||| month “ Festival of Ninazu ; ”
mu cusuen lugal urimake e cara ummaka mudu ||| year : “ Šu-Suen , king of Ur , the house of Šara in Umma erected ; ”
gabari ||| copy .
3 gin guruc u 3ce ||| 3 workdays ,
situm mu cusuen lugal ||| remaining .
3 cakuge ||| 3 : Ša-kuge ,
gabus apindu ||| herding apprentice of Apin-du .
3 lucara ||| 3 : Lu-Šara .
3 ug nincuburandul ||| 3  porter : Ninšubur-andul ,
cagu urgigir lugalkugani idab ||| oxen driver of Ur-gigir , Lugal-kugani took responsibility for him .
3 urculpae ||| 3 : Ur-Šulpa'e .
3 lucara ||| 3 : Lu-Šara .
3 lugalurani ||| 3 : Lugal-urani ,
gabra apindu mu kuganice ||| gabra of Apin-du , instead of Kugani .
3 urpaue ||| 3 : Ur-Papu'e .
3 urmami ||| 3 : Ur-Mami .
3 urculpae simug ||| 3 : Ur-Šulpa'e , smith .
3 X ||| 3 .
3 urbilgames ||| 3 : Ur-Gilgameš .
3 ug urkimah ||| 3  porter : Ur-kimah .
3 ug urutu ||| 3  porter : Ur-Utu .
3 cecani ||| 3 : Šeš-ani .
3 ug lugamu ||| 3  porter : Lu-gamu .
3 ug ealubi ||| 3  porter : Ea-lubi .
3 ug hegina ||| 3  porter : Hegina .
3 ug lugirizal ||| 3  porter : Lu-girizal ,
gabra akala ||| gabra of Akala ,
ama lugalgue ||| “ mother ” of Lugal-gue .
3 nabasa ||| 3 : Nabasa .
3 ceckala ||| 3 : Šeškala .
3 muzuda ||| 3 : Muzuda .
3 iniminanna ||| 3 : Inim-Inanna ,
cagu lugalnesage ||| oxen driver of Lugal-nesage ,
gabus nigdupae ||| herding apprentice of Nigdu-pa'e .
3 urculpae ||| 3 : Ur-Šulpa'e .
3 lumagana ||| 3 : Lu-Magana .
3 uremah ||| 3 : Ur-emah .
3 dugacara ||| 3 : Duga-Šara .
3 ARADmu ||| 3 : ARAD2-mu ,
libiram ||| they are of the previous .
3 lucgina ||| 3 : Lu-uš-gina .
3 ARADmu ||| 3 : ARAD2-mu ;
dumu lugaligihucme ||| they are sons of Lugal-igihuš ,
ime takata ||| remainder from the previous year .
3 undaga dumu ubar ||| 3 : Undaga , son of Ubar ,
ki ludingira ugulata ||| from the foreman Lu-dingira .
3 urenlila tir ||| 3 : Ur-Enlila , forester .
3 ug urdumuzi dumu X ||| 3  porter : Ur-Dumuzi , son of ARAD2-x ,
ki ARAD ugulata ||| from the foreman ARAD2 .
iti 3ce ||| It is  twelve months
iti cesagkuta ||| from month “ Harvest ”
iti dumuzice ||| until the month “ Dumuzi ” .
3 ug luculgira dumu lugalbad dumu dirita ||| 3  porter : Lu-Šulgira , son of Lugal-bad , from the “ excess children ” ,
iti 3ce ||| for 3 months ,
iti lisita ||| from month “ Lisi ”
iti dumuzice ||| until the month “ Dumuzi ” .
a ugILbi u 3 ||| The corresponding production of the porters : 3 , 3 days .
a dumugibi u 3 ||| The corresponding production of “ dumugi ” : 3 , 3 days .
3 guruc u 3ce ||| 3 workdays ,
a udua ugIL sagba ziga ||| the production of free days of  porter already booked out of the debits .
3 guruc u 3ce ||| 3 workdays ,
a dumugi cectaba bala guba ||| the production of “ dumugi apprentices ” in bala service .
cunigin 3 gin guruc u 3ce ||| Together : 3 , 3 workdays
sagnigurakam ||| are the debit .
cabita ||| Therefrom
3 guruc u 3ce ||| 3 workdays ,
gura zar taba aca audagula aca audatur u aca ensika ||| harvested and sheaves piled up in the Audagula field , in the Audatur field and in the Governor field .
3 guruc u 3ce ||| 3 workdays ,
gura zar taba aca nuna aca namhani u aca icibene ||| harvested and sheaves piled up in the Prince field , in the Namhani field and in the Incantation priests field .
3 guruc u 3ce ||| 3 workdays ,
gura zar taba aca gusuhub aca badua aca uduninarali u gaba aca gibil ||| harvested and sheaves piled up in the Oxen boot field , in the field Constructed wall , in the field Cattle herder of Nin-Arali and  across from the new field .
3 guruc u 3ce ||| 295) workdays ,
ada guba aca carahegal aca engarbazi u aca audagula ||| irrigation work in the field Šara is abundance , in the field Plough of Bazi and in the Audagula field .
3 guruc u 3ce ||| 3 workdays ,
kabku aca nunata sahar ziga acage a duga aca nuna u aca namhani ||| water installation in the Prince field , earth excavated , irrigation in the Prince field and in the Namhani field .
kicib daga ||| Sealed tablet of Da'aga .
3 ||| 3 , 3
3 guruc u 3ce ||| 3 workdays ,
gura zar taba aca igiemahce u aca ninura ||| harvested and sheaves piled up in the field Before Emah and in the field Ninura .
3 guruc u 3ce ||| 3 workdays ,
ada guba aca igiemahce u aca ninura ||| irrigation work in the field Before Emah and in the field Ninura .
kicib akala ||| Sealed tablet of Akala .
3 guruc u 3ce ||| 3 workdays ,
gura zar taba aca GANmah aca ninudu u aca engarbazi ||| harvested and sheaves piled up in the field GANmah , in the field Ninnudu and in the field Plough of Bazi .
3 guruc u 3ce ||| 3 workdays ,
kabku GANmahta sahar ziga u u nagabtuma gara ||| from the water installation of GANmah earth excavated and green plants placed in the pen .
3 guruc u 3ce ||| 3 workdays ,
kabku gusuhubka ka ecahda siga ||| the water installation of the Oxen boot  filled in .
3 guruc u 3ce ||| 3 workdays ,
kabku aca nunata sahar ziga ||| from the water installation of the Prince field earth excavated .
3 guruc u 3ce ||| 3 workdays ,
ada guba aca engarbazi ||| irrigation work in the field Plough of Bazi .
3 guruc u 3ce ||| 3 workdays ,
u lugal kisuraka guba ||| stationed at the King’s bridge  of Kisurra .
3 guruc u 3ce agala kecra madaga ma gar apisalta ka girgece ma gida u ma gura ||| 3 workdays , agala leather bags bound , in Madaga loaded into a barge , from Apisal to the fork from Girgiz punted and the barge returned .
3 ||| 3 , 3 .
kicib 3 lugina ||| 3 sealed tablets of Lu-gina .
3 guruc u 3ce ||| 3 workdays ,
acage a duga aca ninuraduna ||| field irrigation work performed in the field Ninura-duna ,
ka ida puzurmamace haran gaga ||| to the fork of the canal Puzur-Mama HARAN plants carried .
kicib cakuge ||| Sealed tablet of Ša-kuge .
3 guruc u 3ce ||| 3 workdays ,
kunzida udagaka guba ||| stationed at the reservoir of the Daga bridge .
3 guruc u 3ce gi nagabtum udagada tuca ||| 3 workdays , staying at the “ reed nagabtum-pen ” with the Daga bridge .
kicib lucara dumu iribare ||| Sealed tablet of Lu-Šara , son of Iri-bare .
3 guruc u 3ce ||| 3 workdays ,
kunzida e lammaka guba ||| at the reservoir of the Lamma temple in service .
kicib lugalinimgina ||| Sealed tablet of Lugal-inim-gina .
3 guruc u 3ce ||| 3 workdays ,
kabku culpaeta sahar ziga ||| from the water installation at the Šulpa'e earth excavated ,
ada guba aca culpae ||| irrigation work in the Šulpa'e field ,
kabku audatur kura u culuh ak ||| water installation of the Audatur  and cleaned .
kicib lugalhegal ||| Sealed tablet of Lugal-hegal .
3 guruc u 3ce ||| 3 workdays ,
ada guba aca badua aca icibene u aca udulusaga ||| irrigation work in the field Constructed wall , in the Incantation priests field and in the field Herders of Lusag .
kicib nabasa ||| Sealed tablet of Nabasa .
3 guruc u 3ce ||| 3 workdays ,
acage a duga aca caragugal ||| field irrigation work performed in the field Šara-gugal
kicib 3 agugu ||| Two sealed tablets of Agugu .
3 la 3 guruc u 3ce ||| 3 less 3 workdays ,
marsa guba ugu ure bagar ||| stationed in the boathouse , booked into the debit section of Ur-e’e .
kicib urnungal ||| Sealed tablet of Ur-Nungal .
tura ealubi ||| Sick : Ea-lubi ,
iti dalta ||| from the month “ Flight ”
iti dumuzice ||| until the month “ Dumuzi ” ,
abi u 3kam ||| the corresponding production : 3 days .
kicib ure ||| Sealed tablet of Ur-e'e .
3 guruc u 3ce ||| 3 workers , 3 workdays each ,
abi u 3kam ||| the corresponding production : 3 days ,
madagac gena ||| having gone to Madga .
kicib lugalitida ||| Sealed tablet of Lugal-itida .
3 ||| 3 , 3
3 guruc u 3ce ||| 3 workdays ,
e bahara guba ||| stationed in the pottery factory .
kicib inimcara ||| Sealed tablet of Inim-Šara .
3 guruc u 3ce ||| 3 workdays ,
guru GANmah im ura ||| silo of GANmah plastered with clay .
kicib gududu ||| Sealed tablet of Gududu .
3 guruc u 3ce ||| 3 workdays ,
kisu ninuduata apisalce inu imla ||| from the threshing floor of the  Ninnudu to Apisal straw hung out .
3 guruc u 3ce ||| 3 workdays ,
ganun dukusigta guru apisalce gi ma gara ma gida u ma bala ||| reed loaded into the barge , barge from the Dukuge storage house to the silo of Apisal punted and barge unloaded .
kicib 3 luduga ||| Two sealed tablets of Lu-duga .
3 guruc u 3ce ||| 3 workdays ,
kunzida e lammakace niguna bala gaga ||| transport of the bala load to the reservoir of the Lamma temple .
3 guruc u 3ce ||| 3 workdays ,
apisalta nibruce ma nigara u ce muca gida ||| from Apisal to Nippur barge with rough ground flour and muša grain punted .
kicib cecsaga ||| Sealed tablet of Šeš-sag .
3 guruc u 3ce ||| 3 workdays ,
kisu caragugalka ce bala ||| from the threshing floor of Šara-gugal barley transferred .
3 guruc u 3ce ||| 3 workdays ,
eamara dabin bala ce ma siga ||| in E-amara flour transferred , barley loaded in the barge .
3 guruc u 3ce ||| 3 workdays ,
apisalce ma ce gida ma bala u ce bala ||| barge with barley to Apisal punted , barge unloaded and barley transferred .
3 guruc u 3ce ||| 3 workdays ,
kisu ninuduata eduruabukace ce ziga ||| from the threshing floor of Ninnudu for the Abu village barley winnowed .
3 guruc u 3ce ||| 3 workdays ,
kunzida agizeaka guba ||| stationed at the reservoir of Agizea .
3 guruc u 3ce ||| 3 workdays ,
kunzida e lammakace zi gaga ||| to the Lamma temple reservoir flour carried .
3 ||| 3 .
3 guruc u 3ce ||| 3 workdays ,
apisalta nibruce ma zida gida zi bala u ma su apisalce gura ||| from the Apisal to Nippur barge with flour punted , flour transferred and empty barge returned to Apisal .
3 guruc u 3ce ||| 3 workdays ,
ummace gu nigada gena ||| walked with fattening oxen to Umma .
giri lusuen kurucda ||| Responsible : Lu-Suen , the fattener .
3 guruc u 3ce ||| 3 workdays ,
apisalta nibruce ma i ga ku gida ||| from Apisal to Nippur barge with oil , cheese and fish punted ;
ara 3kam ||| first time .
3 guruc u 3ce ||| 3 workdays ,
apisalta nibruce ma i ga gida i ga egala kura u ma gura ||| from the Apisal to Nippur barge with oil and cheese punted , oil and cheese brought into the royal estate and barge returned ;
ara 3kam ||| second time .
3 guruc u 3ce ||| 3 workdays ,
apisalta nibruce ma i ga gida i ga egala kura u ma gura ||| from Apisal to Nippur barge with oil and cheese punted , oil and cheese brought into the royal estate and barge returned ;
ara 3kam ||| third time .
giri akala ragaba ||| Responsible : Akala , the “ ragaba ” .
3 guruc u 3ce ||| 3 workdays ,
apisalta nibruce ma i ga ku nisi gida u ma gura ||| from Apisal to Nippur barge with oil , cheese , fish and vegetables punted and barge returned .
giri turamili ||| Responsible : Turam-ili .
3 guruc u 3ce ||| 3 workdays ,
apisalta nibruce ma ku gida u ma gura ||| from Apisal to Nippur barge with fish punted and barge returned .
giri niglagare ||| Responsible : Nig-lagare .
3 ||| 3 .
3 guruc u 3ce ||| 3 workdays ,
eduru amarsuenta ma gida min ||| from the Amar-Suen village barge punted , ditto ,
kisu auda ce bala ce ziga u guru apisal im ura ||| at the threshing floor of Auda  barley transferred , barley winnowed , and silo of Apisal plastered with clay .
3 sar 3 gin kin u saharba ||| 3  shekels , grass and earth worked ;
guruce 3 ginta ||| per workday 3  shekels ,
abi u 3 gin ||| the corresponding production : 3 shekels days ;
ugu ureka bagar ||| booked into the debit section of Ur-e’e .
3 guruc u 3ce ||| 3 workdays ,
gizi cagal udu niga sadu caraka zea aca naramsuen eudu apisalce gaga ||| good reed , fodder for the fattening sheep , the regular offerings of Šara , torn out in the field of Naræm-Sin , to the sheep fold in Apisal carried .
kicib luhaia ||| Sealed tablet of Lu-Haja .
3 guruc u 3ce ||| 3 workdays ,
kisu ninuduata eamarace inu gaga ||| from the threshing floor of Ninnudu to E-amara straw carried .
kicib atu cuc ||| Sealed tablet of Atu , chief cattle administrator .
3 gin ||| 3 shekels .
3 guruc u 3ce ||| 3 workdays ,
a udua ugIL ||| production of free days of the porters .
3 guruc u 3ce ||| 3 workers , each 3 days ;
abi u 3 ||| the corresponding production is 3 days .
bala guba balace gena u balata gura ||| stationed in the bala , gone to bala , returned from the bala .
3 ||| 3 .
cunigin 3 gin guruc u 3ce ||| Together 3 , 3 shekels workdays
zigam ||| booked out .
laia 3 gin u 3ce ||| deficit : 3 , 3 shekels workdays .
nigkak a erinaka ||| Account of the production of the erin workers .
lucara ugula dumu lugalinimgina ||| Lu-Šara is the foreman , son of Lugal-inim-gina .
iti 3kam ||| It is  3 months
iti cesagkuta ||| from the month “ Harvest ”
iti dumuzice ||| until the month “ Dumuzi ” ;
mu ma enki babdu ||| Year : “ the boat of Enki was caulked ” .
3 ce gur lugal numun ||| 3 royal gur of seed grain ,
3 gur ||| 3 gur , 3 barig ;
ekicibace ||| to the sealed warehouse ;
cusuen ||| Šū-Sîn ,
kiag enlila ||| beloved of Enlil ,
lugal enlile ||| the king whom Enlil
kiag cagana ||| as beloved in his heart
inpa ||| did choose ,
lugal kalga ||| the strong king ,
lugal urima ||| king of Ur
lugal an ubda limmubake ||| and king of the four world quarters ,
e kiagani ||| his beloved temple
mudu ||| he built .
pisanduba ||| Basket-of-tablets
dub gida ||| xxx
ce erin ||| xxx
ce ura suga ||| xxx
sulat ||| For Šullat
u hanic ||| and Haniš ,
lugalani ||| his master ,
culgi ||| Šulgi ,
nita kalga ||| the mighty man ,
lugal urima ||| king of Ur
lugal kiengi kiurike ||| and king of Sumer and Akkad ,
eani ||| his temple
munadu ||| he built for him .
sulat ||| For Šullat
u hanic ||| and Haniš ,
lugalani ||| his master ,
culgi ||| Šulgi ,
nita kalga ||| the mighty man ,
lugal urima ||| king of Ur
lugal kiengi kiurike ||| and king of Sumer and Akkad ,
eani ||| his temple
munadu ||| he built for him .
pisanduba ||| Basket-of-tablets
nigkak ca nibru ||| xxx
lugirizal nukiri ||| xxx
X za X ||| xxx
igal ||| xxx
mu bad baduta ||| xxx
mu usa e puzurdagan badu mu usabice ||| xxx
pisanduba ||| Basket-of-tablets
kicib daba guedina ||| xxx
ipae dumu X ||| xxx
dadumu lugalnesage ||| xxx
inimcara dumu daga ||| xxx
lugalukkene lugalkuzu ||| xxx
urenlila ||| xxx
basa lugalictaran ||| xxx
ceckala dumu dada ||| xxx
urgigir dumu baran ||| xxx
urmes ipae ||| xxx
urninsu cecani ||| xxx
agugu lugalezem ||| xxx
urgigir dumu lugaluni ||| xxx
abagina dumu X ||| xxx
urculpae X ||| xxx
igal ||| xxx
mu en X ||| xxx
nin X X X ||| the queen of … ,
ninani ||| his mistress ,
namti ||| for the life
culgi ||| of Šulgi ,
nita kalga ||| the mighty man ,
lugal urima ||| king of Ur
lugal kiengi kiurikace ||| and king of Sumer and Akkad ,
AN zi gi X ||| PN
pisanduba ||| Basket-of-tablets
dub gida ||| long-tablets
ugula X ||| foreman Lu-… ,
X X X X X ||| … ,
igal ||| are here ;
mu urbilum ||| year : “ Urbilum . ”
3 ad udu mac hia ||| 3 carcasses , various sheep and goats ,
ki naramilita ||| from Naram-ilī
urnigar ||| did Ur-nigar
cu bati ||| receive ;
iti macdagu ||| month “ Gezelle-feast , ”
mu usa kimac u hurti bahul ||| year after : “ Kimaš and Ḫurti were destroyed . ”
pisanduba ||| Basket-of-tablets
gurumak daba ||| inspections of dab ,
erin sagapin ||| troops of head-plowmen ,
e ningeczida ||| house of Ningešzida ,
igal ||| are here ;
mu cacrum bahul ||| year : “ Šašrum was destroyed . ”
cusuen ||| Šū-Suen ,
lugal kalga ||| strong king ,
lugal urima ||| king of Ur ,
lugal an ubda limmuba ||| king of the four corners
urmes ||| Ur-mes ,
dumu ursaga ||| son of Ursaga ,
ensi irisarig ||| governor of Irisagrig ,
ARADzu ||| is your servant .
nance ||| For Nanše ,
nin induba ||| the lady of the boundary marker ,
ninani ||| his mistress ,
culgi ||| Šulgi ,
nita kalga ||| the mighty man ,
lugal urimake ||| king of Ur ,
e cececgarakani ||| her Temple Established by the Brothers
munadu ||| he built for her .
pisanduba ||| Basket-of-tablets
gurum ak ||| xxx
erin sagapin ||| xxx
e nance ||| xxx
e nindara ||| xxx
ugIL ||| xxx
e nindara ||| xxx
sagapin ugIL e uru ||| xxx
igal ||| xxx
mu usa kimac bahul ||| xxx
3 gu gi ||| 3 , 3 talents of reeds
ceta sa ||| in barley exchanged ,
ki lugalitidata ||| from Lugal-itida ,
dumu girini ||| son of Girini ,
ugu lukala bagar ||| into the debit of Lukalla placed ;
kicib urcara caduba ||| sealed document of Ur-Šara , the archivist ;
mu ku guza enlila badim ||| year : “ silver-chair of Enlil was fashioned . ”
urcara ||| Ur-Šara ,
dubsar ||| scribe ,
dumu lugalucur ||| the son of Lugal-ušur .
nanna ||| To Nanna
lugalani ||| his master ,
culgi ||| Šulgi ,
nita kalga ||| the mighty man ,
lugal urima ||| king of Ur
lugal kiengi kiurike ||| and king of Sumer and Akkad ,
namtilanice ||| for his life
a munaru ||| he dedicated  to him .
alanba ||| Of this statue
nanna X ||| Nanna is My … Wall
mubim ||| is its name .
pisanduba ||| Basket-of-tablets
gurum ak ||| xxx
sipa unu ||| xxx
kinunir ||| xxx
nigin ||| xxx
guaba ||| xxx
sipa cagan ||| xxx
sipa unu culgi ||| xxx
u sagapin e ninhursag ||| xxx
igal ||| xxx
mu harci bahul ||| xxx
3 gugec ||| 3 plow-oxen ,
3 abmah ||| 3 mature cow ,
ki dageta ||| from Dage ;
gu nigur icib culgira ||| the oxen are the property of the incantation priest of Šulgi ;
lugalhegal ||| Lugal-ḫegal
idab ||| took ;
aca urgalamace ||| to the field of Ur-galama ;
iti cesagku ||| month : “ Harvest , ”
mu ibisuen lugal ||| year : “ Ibbi-Suen is king . ”
3 gugec ||| 3 plow-oxen ,
3 abmah ||| 3 mature cow ,
ki dageta ||| from Dage ;
gu nigur icib culgira ||| the oxen are the property of the incantation priest of Šulgi ;
lugalhegal ||| Lugal-ḫegal
idab ||| took ;
aca urgalamace ||| to the field of Ur-galama ;
iti cesagku ||| month : “ Harvest , ”
mu ibisuen lugal ||| year : “ Ibbi-Suen is king . ”
lugalhegal ||| Lugal-ḫegal ,
cabra lugalmagure ||| manager of Lugal-magure ,
dumu sagazu ||| son of Sagazu .
utu ||| For Utu ,
lugalani ||| his master ,
urnamma ||| Ur-Namma ,
nita kalga ||| the mighty man ,
lugal urima ||| king or Ur
lugal kiengi kiurike ||| and king of Sumer and Akkad ,
eani ||| his temple
munadu ||| he built for him .
pisanduba ||| Basket-of-tablets
di tila ||| xxx
urlamma ||| xxx
ensi ||| xxx
mu kimac bahul ||| xxx
3 gu niga ||| 3 oxen , grain-fed ,
3 ancelibir 3 X ||| 3 donkey , “ old ” , 3 …
3 mac 3 sila ||| 3 male goats , 3 ban2 3 sila ,
3 sila gar ||| 3 ban2 3 sila of kašk-cheese ,
im 3kam ||| 4 tablet ;
3 gu ||| 3 oxen ,
3 ancelibir ||| 3 donkeys , “ old ” ,
3 udu ||| 3 sheep ,
3 ce gur ||| 3 gur barley ,
im 3kam ||| 4 tablet ;
3 sila ce gur ||| 3 gur , 3 barig 3 ban2 3 sila3 ,
im 3kam ||| 4 tablet ;
3 ce gur ||| 3 gur barley ,
im 3kam ||| 4 tablet ;
3 gin kubabbar ||| 3 shekels silver ,
im 3kam ||| 4 tablet ;
3 udu mac hia ||| 3 various sheep and goats ,
im 3kam ||| 4 tablet ;
3 gu 3 mana 3 gin 3 ce kubabbar ||| 3 oxen , 3 mana 3 shekels 3 grains silver ,
n 3 sila inun 3 sila gar ||| 3 ban2 two sila3 of clarified butter , 3 barig 3 ban2 3 sila3 kašk-cheese ,
